"","Sale_Price","Lot_Area","Age","Total_Bsmt_SF","Garage_Area","Gr_Liv_Area","Central_Air"
"520",212000,10667,13,799,550,1661,"Y"
"521",128500,12358,66,720,660,1382,"Y"
"522",336000,12203,11,1225,676,2612,"Y"
"523",135000,10800,57,720,0,1192,"N"
"524",175000,12243,36,1484,487,1484,"Y"
"525",196500,7162,3,796,616,1724,"Y"
"526",254900,12552,6,991,678,1947,"Y"
"527",255000,8640,0,896,590,1792,"Y"
"528",152000,9672,26,1040,480,1097,"Y"
"529",132500,10780,30,911,576,954,"Y"
"530",120000,11767,59,1078,195,1368,"Y"
"531",263000,11762,15,1105,517,2202,"Y"
"532",105000,17529,82,872,322,872,"N"
"533",155500,7200,91,663,528,1595,"Y"
"534",110000,7340,36,858,684,858,"Y"
"535",61500,6882,52,0,0,1152,"N"
"536",193500,13000,41,896,509,2142,"Y"
"537",336860,10110,0,1858,870,1866,"Y"
"538",125000,11340,83,1200,312,1200,"Y"
"539",252000,12447,1,1100,760,1964,"Y"
"540",182000,4740,19,1166,480,1179,"Y"
"541",152000,12464,13,1040,576,1040,"Y"
"542",258000,12090,8,1141,420,2263,"Y"
"543",127500,9100,50,864,300,864,"Y"
"544",75500,1491,38,630,0,630,"Y"
"545",103500,11767,53,1150,313,1560,"Y"
"546",201000,8462,13,928,471,1721,"Y"
"547",160000,7200,43,0,0,2650,"Y"
"548",60000,6120,73,264,0,800,"N"
"549",221800,10324,1,1254,810,1254,"Y"
"550",180000,11200,21,1298,403,1298,"Y"
"551",207500,16321,49,1484,319,1600,"Y"
"552",109900,4800,91,1196,440,1196,"Y"
"553",127000,7006,83,768,384,1236,"Y"
"554",112000,6191,65,824,240,1288,"N"
"555",263550,11692,16,1173,623,2232,"Y"
"556",185000,10400,28,738,489,2044,"Y"
"557",190000,10708,54,1617,303,1867,"Y"
"558",185850,7052,1,1364,484,1364,"Y"
"559",134900,6950,30,914,444,914,"Y"
"560",250000,11500,70,1017,180,2057,"Y"
"561",176000,7750,6,707,403,1414,"Y"
"562",445000,15274,6,2452,886,2452,"Y"
"563",196000,9272,7,842,515,1749,"Y"
"564",157900,26142,48,1188,312,1188,"Y"
"565",157000,8235,29,1949,586,1949,"Y"
"566",250000,13128,1,1074,527,2064,"Y"
"567",55000,5600,80,0,0,1092,"N"
"568",296000,16870,5,1782,932,1782,"Y"
"569",118000,8125,50,864,308,864,"Y"
"570",119500,8927,29,0,528,1654,"Y"
"571",235000,8470,7,972,565,1811,"Y"
"572",145000,10265,41,992,294,992,"Y"
"573",133000,6120,74,884,240,1573,"Y"
"574",275500,10240,1,1030,878,2098,"Y"
"575",187000,9600,31,528,512,1855,"Y"
"576",238500,7500,3,1372,692,1448,"Y"
"577",256900,10400,42,932,515,2640,"Y"
"578",155000,8816,39,1010,440,1052,"Y"
"579",326000,16033,2,1833,772,1850,"Y"
"580",133000,7500,47,1040,308,1040,"Y"
"581",191000,9382,9,1468,577,1479,"Y"
"582",139900,12342,47,978,286,1422,"Y"
"583",129900,7100,49,816,308,816,"Y"
"584",294323,9512,1,960,541,2318,"Y"
"585",173000,3480,6,1405,478,1405,"Y"
"586",132500,7931,50,1148,672,1148,"Y"
"587",239000,5306,19,1064,504,1767,"Y"
"588",271900,14684,19,2158,701,2196,"Y"
"589",84500,1936,37,630,0,630,"Y"
"590",165000,15400,48,552,384,1774,"Y"
"591",118500,6204,94,795,440,2230,"N"
"592",207000,13053,85,833,370,1848,"Y"
"593",259500,7259,62,1028,180,2320,"Y"
"594",55000,11340,88,723,400,1086,"N"
"595",196500,11645,2,860,565,1720,"Y"
"596",260116,16659,0,1582,728,2152,"Y"
"597",165500,9000,50,1151,356,1955,"Y"
"598",193000,13339,49,1561,463,1561,"Y"
"599",90000,13600,107,662,560,2337,"N"
"600",356383,12292,0,1094,675,2473,"Y"
"601",139400,9250,53,1056,260,1056,"Y"
"602",165000,8850,87,768,576,1376,"Y"
"603",110000,7677,55,773,240,773,"Y"
"604",178000,12090,23,585,477,1868,"Y"
"605",147400,2544,1,600,480,1223,"Y"
"606",217500,12984,29,1430,621,1647,"Y"
"607",152000,7500,3,1141,484,1141,"Y"
"608",185900,8800,41,1187,299,1565,"Y"
"609",131250,7706,16,384,429,1091,"Y"
"610",185000,8450,4,1337,531,1337,"Y"
"611",230000,5001,2,1314,626,1314,"Y"
"612",127500,9855,53,1436,480,1689,"Y"
"613",250000,11029,38,1054,619,2654,"Y"
"614",178000,8174,6,698,393,1342,"Y"
"615",125900,8000,46,1027,299,1027,"Y"
"616",275000,12728,6,1531,560,2439,"Y"
"617",135000,8125,43,912,576,925,"Y"
"618",66500,5720,68,676,200,1131,"Y"
"619",320000,7390,1,1884,649,1884,"Y"
"620",119000,6000,84,949,370,949,"Y"
"621",305000,12244,5,1482,749,2262,"Y"
"622",135000,8267,52,1604,576,1604,"Y"
"623",255000,13501,1,1623,865,1636,"Y"
"624",192000,8965,6,782,400,1489,"Y"
"625",197900,10400,11,866,546,1779,"Y"
"626",301000,8010,4,1054,552,2048,"Y"
"627",245350,10475,2,1694,776,1694,"Y"
"628",251000,5330,7,1494,499,1652,"Y"
"629",176000,12285,49,1329,441,1329,"Y"
"630",190000,11952,30,808,534,1969,"Y"
"631",174000,10385,28,995,672,1282,"Y"
"632",182000,11639,1,1428,480,1428,"Y"
"633",250580,8640,1,1372,529,1372,"Y"
"634",219990,3940,4,1393,668,1576,"Y"
"635",200825,8125,1,858,615,1716,"Y"
"636",120500,6900,68,740,924,778,"Y"
"637",125000,7094,41,894,384,894,"Y"
"638",361919,12438,0,1234,666,2576,"Y"
"639",110000,8472,47,816,516,816,"N"
"640",123900,6240,74,528,624,1040,"Y"
"641",167000,10628,37,1277,526,1277,"Y"
"642",192140,21930,1,732,372,1838,"Y"
"643",222000,13006,9,964,642,2236,"Y"
"644",125000,9750,48,960,624,960,"Y"
"645",153500,9129,30,923,678,1008,"Y"
"646",197000,3316,1,1247,550,1247,"Y"
"647",136000,8520,91,714,216,2526,"N"
"648",129000,18450,42,1021,596,2380,"Y"
"649",89000,5280,113,173,185,1361,"N"
"650",100000,7692,54,416,312,1204,"Y"
"651",122250,7308,88,936,225,1740,"N"
"652",76500,7038,39,864,576,864,"Y"
"653",139000,9000,52,1196,297,1196,"Y"
"654",245500,14963,12,1260,500,1288,"Y"
"655",153000,10152,50,1124,353,1124,"Y"
"656",125000,10230,84,1054,264,1078,"Y"
"657",189000,8400,13,384,390,1628,"Y"
"658",209200,8940,11,1344,784,1344,"Y"
"659",160000,7082,90,686,0,1928,"Y"
"660",155900,4435,2,848,420,848,"Y"
"661",246500,10235,0,1643,870,1651,"Y"
"662",159000,8000,49,1256,311,1256,"Y"
"663",140000,13825,50,533,300,1601,"Y"
"664",275000,10927,1,1058,736,1904,"Y"
"665",421250,16900,7,1479,746,2649,"Y"
"666",91000,9786,84,1007,210,1077,"N"
"667",192000,10005,31,1160,505,2022,"Y"
"668",224000,17500,55,1310,576,1906,"Y"
"669",270000,9549,11,1494,481,1494,"Y"
"670",198444,9729,1,698,350,1746,"Y"
"671",68104,11067,68,0,256,845,"Y"
"672",279700,9466,13,1494,478,1494,"Y"
"673",177900,14137,12,1348,404,1384,"Y"
"674",155000,2308,31,804,440,1548,"Y"
"675",113000,4456,89,736,0,1452,"Y"
"676",138400,6240,80,928,480,1536,"Y"
"677",184900,7632,1,784,449,1585,"Y"
"678",191000,9337,13,878,513,1692,"Y"
"679",177000,11512,49,1019,312,1357,"Y"
"680",135000,7000,47,1010,254,1134,"Y"
"681",159000,13695,4,1114,576,1114,"Y"
"682",174000,3684,2,1373,660,1555,"Y"
"683",124500,9600,50,1041,270,1041,"Y"
"684",226001,8696,11,1418,558,1418,"Y"
"685",150000,11988,50,1244,336,1244,"Y"
"686",138000,6723,36,796,0,796,"Y"
"687",126000,7890,71,856,399,856,"Y"
"688",167800,8918,4,745,392,1490,"Y"
"689",148325,7040,30,1094,672,1229,"Y"
"690",130000,7134,52,384,572,1360,"Y"
"691",163500,12155,37,1657,484,1657,"Y"
"692",236500,5389,15,1595,608,1616,"Y"
"693",313000,11050,9,1440,736,2153,"Y"
"694",135000,9482,51,1866,495,1866,"Y"
"695",159434,4500,77,793,281,1520,"Y"
"696",615000,12720,5,2535,789,2470,"Y"
"697",394432,11394,0,1856,834,1856,"Y"
"698",150000,9019,12,636,472,1320,"Y"
"699",130000,43500,54,0,1041,2034,"Y"
"700",175000,11457,21,1392,576,1412,"Y"
"701",146500,11836,36,1652,928,1652,"Y"
"702",101000,7200,87,530,288,1111,"N"
"703",221500,8987,5,1595,880,1595,"Y"
"704",144000,4435,6,848,420,848,"Y"
"705",197500,10304,33,780,484,1868,"Y"
"706",163990,8461,1,728,390,1456,"Y"
"707",192500,3182,4,1373,430,1555,"Y"
"708",134500,10205,44,925,300,999,"Y"
"709",128500,9560,34,864,288,864,"Y"
"710",93500,5976,86,624,0,1248,"N"
"711",242000,11275,43,710,564,2978,"Y"
"712",337500,12456,3,1700,786,1718,"Y"
"713",109900,17808,61,484,336,1242,"N"
"714",124500,8314,25,816,264,816,"Y"
"715",148000,12929,48,1081,401,1081,"Y"
"716",184900,10337,97,725,816,1772,"N"
"717",185000,7200,0,1262,572,1262,"Y"
"718",284000,10625,5,998,871,2046,"Y"
"719",301600,21281,72,666,1200,3086,"Y"
"720",144000,8731,87,915,495,1167,"Y"
"721",214000,10171,6,1517,532,1535,"Y"
"722",158000,9364,41,663,299,1352,"Y"
"723",157000,10000,35,1176,439,1178,"Y"
"724",135000,7804,81,1122,576,1981,"Y"
"725",150000,8973,48,1008,750,1053,"Y"
"726",242500,23580,27,1625,576,1625,"Y"
"727",118900,7200,57,732,240,732,"Y"
"728",186500,9750,4,1445,470,1445,"Y"
"729",216500,7851,8,860,440,1960,"Y"
"730",140000,9000,62,904,869,1499,"Y"
"731",110500,6000,81,1103,440,1103,"Y"
"732",132000,8000,61,972,240,972,"Y"
"733",328000,14000,14,1306,533,2260,"Y"
"734",98000,1477,38,546,0,1092,"Y"
"735",96900,7614,101,738,216,1376,"Y"
"736",151000,1950,28,716,452,1556,"Y"
"737",175000,10050,41,793,432,1280,"Y"
"738",180000,11317,4,840,500,1668,"Y"
"739",230000,9066,9,1004,660,1852,"Y"
"740",187000,14175,51,1240,323,1375,"Y"
"741",145500,7626,57,1031,230,1031,"Y"
"742",154000,7500,51,1246,305,1246,"Y"
"743",130500,11767,62,768,240,1200,"Y"
"744",135000,10410,93,660,180,1656,"Y"
"745",297000,10637,2,1705,826,1718,"Y"
"746",185000,10141,11,832,427,1718,"Y"
"747",150000,7711,30,1440,0,1440,"Y"
"748",63900,9000,62,0,0,660,"N"
"749",137000,9724,59,938,273,1043,"Y"
"750",285000,11999,4,1181,656,2374,"Y"
"751",260000,9085,14,1070,647,2061,"Y"
"752",143750,4928,33,958,440,958,"Y"
"753",167000,10368,42,1008,430,1488,"Y"
"754",163000,11500,42,1040,480,1040,"Y"
"755",118858,7018,30,0,400,1535,"Y"
"756",110000,11800,58,0,384,1382,"Y"
"757",159500,10032,51,1244,440,1580,"Y"
"758",112500,7700,35,882,461,882,"Y"
"759",181000,17043,30,1362,435,1586,"Y"
"760",208300,7862,0,1218,676,1218,"Y"
"761",207000,8198,4,1358,484,1358,"Y"
"762",189000,11218,18,1055,462,1845,"Y"
"763",201000,25485,47,1560,580,1560,"Y"
"764",138000,8000,50,528,288,1183,"Y"
"765",206000,12732,35,752,784,2067,"Y"
"766",129900,9100,48,864,624,864,"Y"
"767",168000,17671,127,916,424,1742,"Y"
"768",284500,9660,11,1173,516,2199,"Y"
"769",130000,2522,2,970,380,1709,"Y"
"770",110000,9140,89,629,625,1107,"Y"
"771",146000,7500,1,1100,0,1100,"Y"
"772",275000,12800,20,1518,569,1644,"Y"
"773",200000,3903,2,1302,631,1302,"Y"
"774",320000,13618,1,1728,714,1960,"Y"
"775",222000,4403,1,1470,484,1478,"Y"
"776",148500,2529,31,1055,440,1055,"Y"
"777",169985,10237,0,738,440,1492,"Y"
"778",129000,11851,62,1027,240,1633,"Y"
"779",139000,8176,49,1056,308,1056,"Y"
"780",165000,9535,39,1176,512,1458,"Y"
"781",359900,11577,1,1838,682,1838,"Y"
"782",158000,15600,60,1067,295,1523,"N"
"783",135000,3378,63,651,240,1389,"Y"
"784",157000,10200,35,1434,528,1434,"Y"
"785",105000,7000,44,864,336,864,"Y"
"786",139950,7875,47,1144,456,1144,"Y"
"787",129400,6000,103,572,0,1540,"Y"
"788",109900,7200,56,0,420,1040,"Y"
"789",230000,11435,77,792,400,1517,"Y"
"790",125600,5190,60,570,249,1079,"Y"
"791",235000,18559,30,2048,550,2064,"Y"
"792",181000,9316,1,784,610,1596,"Y"
"793",184000,7472,35,725,484,1479,"Y"
"794",319500,9709,0,918,786,2100,"Y"
"795",316000,10574,4,1148,756,2332,"Y"
"796",290000,10182,0,1660,500,1660,"Y"
"797",339750,10800,1,1034,836,2078,"Y"
"798",375000,215245,44,2136,513,2036,"Y"
"799",124500,8120,39,864,463,864,"Y"
"800",105000,11622,49,882,730,896,"Y"
"801",380000,13693,1,2153,694,2643,"Y"
"802",173900,8846,1,750,564,1500,"Y"
"803",114900,6048,100,856,450,1680,"Y"
"804",202500,6442,1,1370,484,1370,"Y"
"805",175500,12090,27,1422,576,1422,"Y"
"806",68500,6324,81,520,240,520,"N"
"807",168165,13204,1,608,454,1458,"Y"
"808",404000,12350,1,2020,896,2020,"Y"
"809",280000,7841,2,1577,564,1577,"Y"
"810",268500,10566,7,1090,646,2214,"Y"
"811",106000,8100,111,849,360,2138,"N"
"812",62500,3000,87,1040,0,2128,"N"
"813",172500,13650,48,1052,451,1920,"Y"
"814",160000,8658,41,1088,440,1324,"Y"
"815",165000,9500,43,816,540,1977,"Y"
"816",83000,1953,33,483,264,987,"Y"
"817",192350,10400,28,1259,478,1353,"Y"
"818",82500,5330,69,420,0,708,"Y"
"819",213000,9317,16,740,425,1775,"Y"
"820",110000,8308,44,1088,520,1088,"Y"
"821",272500,11422,2,1838,524,1838,"Y"
"822",252678,8640,0,900,644,1852,"Y"
"823",84500,6780,71,520,0,754,"N"
"824",175500,2628,7,764,474,1626,"Y"
"825",149900,9800,34,894,552,894,"Y"
"826",241500,10400,18,1845,604,1872,"Y"
"827",137500,9373,55,1152,636,1152,"Y"
"828",174500,11475,48,1208,368,1576,"Y"
"829",112500,15783,55,924,420,924,"Y"
"830",285000,4538,7,1310,545,1310,"Y"
"831",116000,8450,38,882,294,909,"Y"
"832",170000,3696,21,1074,461,1088,"Y"
"833",174000,9802,4,384,400,1444,"Y"
"834",100000,7150,42,892,288,892,"Y"
"835",87550,1533,36,546,286,1092,"Y"
"836",200141,11175,0,1316,440,1316,"Y"
"837",88000,8125,35,858,0,858,"Y"
"838",145000,8400,53,1314,294,1314,"Y"
"839",213000,11050,12,910,816,1820,"Y"
"840",130500,6600,26,816,264,816,"Y"
"841",132250,25286,44,1064,648,1040,"Y"
"842",129500,9100,44,988,624,988,"Y"
"843",165500,11950,4,384,400,1394,"Y"
"844",204900,8990,0,1498,675,1498,"Y"
"845",85000,7200,99,1022,280,1022,"N"
"846",160000,7000,80,624,312,1479,"Y"
"847",135000,7390,53,1098,260,1098,"Y"
"848",354000,12099,3,1136,872,2468,"Y"
"849",167000,9734,5,384,400,1374,"Y"
"850",279500,12782,7,1822,523,1828,"Y"
"851",220000,11492,13,913,559,2122,"Y"
"852",320000,13650,8,1671,756,2250,"Y"
"853",309000,13751,1,1700,773,2212,"Y"
"854",119000,13587,52,988,264,988,"Y"
"855",153600,11327,39,1064,528,1064,"Y"
"856",188500,9547,14,1594,472,1594,"Y"
"857",193000,10628,5,835,478,1812,"Y"
"858",110000,10440,99,440,440,1230,"Y"
"859",99500,7392,78,520,360,912,"Y"
"860",128000,7350,51,1041,294,1041,"Y"
"861",290000,12257,12,1318,752,2531,"Y"
"862",165400,6931,5,746,397,1656,"Y"
"863",392500,5587,0,1600,482,1652,"Y"
"864",162500,11120,24,1232,516,1232,"Y"
"865",148000,10395,29,1032,564,1032,"Y"
"866",147000,12712,34,1044,542,1055,"Y"
"867",161500,11250,52,1104,304,1788,"Y"
"868",451950,13478,1,1722,842,2296,"Y"
"869",162900,6240,78,1078,360,1573,"Y"
"870",298236,10672,0,1054,672,2389,"Y"
"871",120000,9060,50,0,252,1340,"Y"
"872",172000,9927,30,1047,596,1083,"Y"
"873",395192,10159,1,1930,606,1940,"Y"
"874",83500,1974,37,546,286,1092,"Y"
"875",611657,12919,1,2330,820,2364,"Y"
"876",138500,8400,38,1052,288,1052,"Y"
"877",350000,14277,4,1317,818,2385,"Y"
"878",200000,6762,2,1282,662,1290,"Y"
"879",148000,10000,50,1058,300,1370,"Y"
"880",214000,3760,26,1235,484,1235,"Y"
"881",144000,6979,30,1056,576,1056,"Y"
"882",500067,17169,0,2320,1174,2290,"Y"
"883",127000,7700,50,301,684,1145,"Y"
"884",230500,11194,6,1406,504,1936,"Y"
"885",165000,14149,43,980,528,1020,"Y"
"886",168675,8333,1,738,484,1491,"Y"
"887",123000,8294,36,858,480,872,"Y"
"888",215000,9554,13,777,471,1911,"Y"
"889",140000,10300,89,576,480,1710,"Y"
"890",208000,13607,23,572,501,1982,"Y"
"891",124000,9488,61,1046,240,1054,"N"
"892",287000,15498,32,1565,665,2898,"Y"
"893",175000,10021,10,635,497,1308,"Y"
"894",135000,9600,58,1212,240,1668,"Y"
"895",132500,6120,81,756,379,1281,"Y"
"896",148000,8760,51,1194,312,1194,"Y"
"897",159900,10400,32,1444,473,1444,"Y"
"898",179000,10800,22,1200,0,1200,"Y"
"899",136500,10659,45,1050,368,1050,"Y"
"900",176485,8993,0,1302,436,1302,"Y"
"901",127000,6897,48,1040,260,1040,"Y"
"902",85000,8777,98,796,0,796,"Y"
"903",297900,9428,1,955,880,1874,"Y"
"904",208900,4230,1,1352,466,1352,"Y"
"905",136500,7000,31,864,336,864,"Y"
"906",111000,4800,98,680,330,1360,"N"
"907",187500,13031,11,691,409,1498,"Y"
"908",100000,8877,71,816,288,816,"Y"
"909",103000,6240,84,780,539,1208,"Y"
"910",128000,8012,27,630,283,1266,"Y"
"911",203160,8581,0,851,578,1737,"Y"
"912",165500,10552,51,1398,447,1700,"Y"
"913",212300,9780,57,976,299,1952,"Y"
"914",214000,9135,6,1536,532,1536,"Y"
"915",211000,11250,8,944,608,1870,"Y"
"916",127000,2665,29,757,336,1475,"Y"
"917",244000,11160,42,2110,522,2110,"Y"
"918",120000,2280,35,836,308,836,"Y"
"919",207000,8810,3,1390,545,1390,"Y"
"920",113000,6380,84,993,280,1048,"Y"
"921",319000,11302,1,1814,758,1826,"Y"
"922",86900,7008,106,448,280,720,"Y"
"923",143250,10530,36,981,576,981,"Y"
"924",235000,10316,8,992,839,1865,"Y"
"925",210400,9000,1,1335,575,1335,"Y"
"926",65000,12205,59,448,0,1588,"Y"
"927",119000,8917,39,1584,506,1584,"Y"
"928",158000,11553,38,1051,336,1159,"Y"
"929",188000,9297,30,1728,560,1728,"Y"
"930",188000,15957,30,1244,528,1356,"Y"
"931",318000,10389,7,1978,850,1978,"Y"
"932",147500,8574,93,816,440,1232,"Y"
"933",179900,11475,31,713,434,1552,"Y"
"934",178000,7777,11,1491,571,1491,"Y"
"935",185000,9765,16,680,420,1470,"Y"
"936",372402,13891,1,1710,866,1710,"Y"
"937",415000,19800,71,1836,836,3672,"Y"
"938",279500,10652,1,1494,840,1494,"Y"
"939",180500,13515,88,764,520,1824,"Y"
"940",126000,9308,41,984,310,984,"Y"
"941",169500,7758,76,1040,240,1818,"Y"
"942",323262,10933,0,1555,1138,1680,"Y"
"943",137450,6171,84,976,216,1608,"Y"
"944",160000,9600,69,728,256,1308,"Y"
"945",105000,9060,70,560,280,1258,"Y"
"946",86000,9098,87,528,0,605,"Y"
"947",215200,8640,1,756,614,1547,"Y"
"948",134000,8250,40,952,322,1211,"Y"
"949",98000,8777,96,676,528,1436,"Y"
"950",180000,18265,22,1256,578,1256,"Y"
"951",210000,8737,84,1065,440,1635,"Y"
"952",201000,9196,7,1560,573,1560,"Y"
"953",215000,31770,50,1080,528,1656,"Y"
"954",141000,8000,46,1800,0,1800,"N"
"955",133000,8445,37,768,396,768,"Y"
"956",178900,8000,33,1084,488,1877,"Y"
"957",340000,16545,11,1284,1069,2450,"Y"
"958",234250,6240,2,1342,550,1342,"Y"
"959",116500,1879,28,516,462,1032,"Y"
"960",52000,4130,73,270,0,729,"Y"
"961",95000,9084,67,616,200,1111,"N"
"962",116050,9353,36,864,280,864,"Y"
"963",250000,9605,1,982,574,1977,"Y"
"964",125000,10880,58,1164,240,1164,"N"
"965",150000,7200,53,768,480,1588,"Y"
"966",274000,12677,5,1518,588,1518,"Y"
"967",184100,7750,7,408,527,1419,"Y"
"968",89471,5925,70,907,672,1131,"Y"
"969",535000,16052,0,1850,736,2698,"Y"
"970",228500,11287,18,807,575,1982,"Y"
"971",130000,10267,90,816,275,838,"Y"
"972",183000,11184,10,932,460,1633,"Y"
"973",148500,8750,39,1002,902,1002,"Y"
"974",221370,6240,1,1324,550,1324,"Y"
"975",125000,8521,43,912,336,912,"Y"
"976",132000,13072,1,1131,0,1131,"Y"
"977",245000,12864,5,1409,576,1409,"Y"
"978",93000,6000,56,936,576,936,"N"
"979",124000,8020,42,912,0,912,"N"
"980",132000,6120,78,832,576,854,"Y"
"981",282500,5911,1,1560,556,1565,"Y"
"982",192000,8749,5,1459,527,1459,"Y"
"983",217000,12352,9,853,534,1753,"Y"
"984",149300,4426,4,848,420,848,"Y"
"985",125000,9100,43,1728,504,1728,"Y"
"986",157500,9360,38,976,504,976,"Y"
"987",225000,9158,0,1496,474,1496,"Y"
"988",111000,1680,36,483,264,987,"Y"
"989",80000,1477,39,630,286,630,"Y"
"990",130000,3701,19,1191,461,1204,"Y"
"991",89500,4480,85,1022,184,1022,"N"
"992",181000,7441,1,1461,566,1486,"Y"
"993",360000,11578,1,1736,834,1736,"Y"
"994",131000,6860,51,1008,308,1008,"Y"
"995",153500,10140,31,1056,495,1074,"Y"
"996",95541,12900,88,1300,400,1140,"Y"
"997",370000,11447,3,1964,892,1964,"Y"
"998",128500,10284,82,1151,580,1281,"Y"
"999",97900,6956,58,624,265,936,"Y"
"1000",187500,5814,25,1220,565,1360,"Y"
"1001",100500,1890,36,483,352,987,"Y"
"1002",160000,9720,30,995,576,1009,"Y"
"1003",202900,14191,8,967,431,1908,"Y"
"1004",61500,7830,85,492,200,492,"Y"
"1005",143000,25095,41,1437,452,1473,"Y"
"1006",245700,9926,2,1614,878,1614,"Y"
"1007",143000,10496,58,1040,315,1846,"Y"
"1008",236500,11838,8,1753,522,1788,"Y"
"1009",224500,8800,43,845,539,2154,"Y"
"1010",157000,8286,30,716,531,1432,"Y"
"1011",109000,10134,67,735,240,1034,"Y"
"1012",200500,18030,61,1598,0,3086,"Y"
"1013",213000,8749,4,979,610,1932,"Y"
"1014",270000,11792,6,1008,632,2283,"Y"
"1015",263000,9375,6,912,615,2094,"Y"
"1016",185900,8320,4,770,520,1582,"Y"
"1017",87000,9439,77,912,160,1248,"Y"
"1018",151400,3964,33,942,576,2521,"Y"
"1019",139900,6000,62,780,312,1416,"Y"
"1020",127000,7200,35,864,576,864,"Y"
"1021",192000,3182,6,1256,430,1269,"Y"
"1022",372000,13615,1,1802,843,1802,"Y"
"1023",194000,12400,66,901,410,1717,"Y"
"1024",233000,10142,6,956,618,2084,"Y"
"1025",175000,7200,70,731,240,1768,"Y"
"1026",185101,9073,0,738,440,1492,"Y"
"1027",170000,13355,37,825,464,1670,"Y"
"1028",128500,8300,39,952,288,952,"Y"
"1029",212500,18837,32,1224,678,1891,"Y"
"1030",89500,9000,62,0,460,998,"N"
"1031",115000,8500,88,793,0,1517,"N"
"1032",210250,3087,0,1220,437,1364,"Y"
"1033",261329,10440,0,1574,594,1584,"Y"
"1034",81000,8410,96,658,0,1184,"Y"
"1035",210000,13175,32,1542,500,2073,"Y"
"1036",184000,10928,4,728,390,1456,"Y"
"1037",106250,10800,108,0,0,1294,"N"
